year,make,model,vclass,displ,tran,cyl,drive,fueltype,tcharger,scharger,guzzler,cty,hwy,cmb,pv,lv,country
2003,honda,Accord,Midsize Cars,3,Manual 6-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,27,21,97,13.5, Japan
2003,hyundai,Sonata,Midsize Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,28,22,100,13, South Korea
2003,hyundai,Sonata,Midsize Cars,2.4,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,28,23,100,13, South Korea
2003,hyundai,Sonata,Midsize Cars,2.7,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,100,13, South Korea
2003,hyundai,Sonata,Midsize Cars,2.7,Manual 5-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,20,100,13, South Korea
2003,hyundai,XG350,Midsize Cars,3.5,Automatic 5-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,15,24,18,103,15, South Korea
2003,infiniti,I35,Midsize Cars,3.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,24,20,102,15, Japan
2003,jaguar,S-Type 3.0 Litre,Midsize Cars,3,Automatic 6-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,98,12, India
2003,jaguar,S-Type 3.0 Litre,Midsize Cars,3,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,98,12, India
2003,jaguar,S-Type 4.2 Litre,Midsize Cars,4.2,Automatic 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,24,18,98,12, India
2003,jaguar,S-Type R,Midsize Cars,4.2,Automatic 6-spd,8,Rear-Wheel Drive,Premium,FALSE,TRUE,FALSE,15,22,17,98,12, India
2003,jaguar,Super V8,Midsize Cars,4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,TRUE,FALSE,14,20,16,102,13, India
2003,jaguar,Vanden Plas,Midsize Cars,4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,18,102,13, India
2003,kia,Optima,Midsize Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,27,22,100,13, South Korea
2003,kia,Optima,Midsize Cars,2.4,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,27,23,100,13, South Korea
2003,kia,Optima,Midsize Cars,2.7,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,21,100,13, South Korea
2003,kia,Optima,Midsize Cars,2.7,Manual 5-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,26,21,100,13, South Korea
2003,lexus,ES 300,Midsize Cars,3,Automatic 5-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,27,21,96,15, Japan
2003,lexus,GS 300/GS 430,Midsize Cars,3,Automatic (S5),6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,19,100,15, Japan
2003,lexus,GS 300/GS 430,Midsize Cars,4.3,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,22,18,100,15, Japan
2003,lincoln,LS,Midsize Cars,3,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,20,104,13, United States
2003,lincoln,LS,Midsize Cars,3,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,25,21,104,13, United States
2003,lincoln,LS,Midsize Cars,3.9,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,22,18,104,13, United States
2003,lincoln,LS,Midsize Cars,3.9,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,104,13, United States
2003,mazda,6,Midsize Cars,2.3,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,29,24,111,15, Japan
2003,mazda,6,Midsize Cars,2.3,Automatic (S4),4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,26,22,111,15, Japan
2003,mazda,6,Midsize Cars,3,Manual 5-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,111,15, Japan
2003,mazda,6,Midsize Cars,3,Automatic (S5),6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,111,15, Japan
2003,mercedes-benz,E320,Midsize Cars,3.2,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,20,97,14, Germany
2003,mercedes-benz,E500,Midsize Cars,5,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,21,17,97,14, Germany
2003,mitsubishi,Diamante Sedan,Midsize Cars,3.5,Automatic 4-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,96,14, Japan
2003,mitsubishi,Galant,Midsize Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,25,21,96,14, Japan
2003,mitsubishi,Galant,Midsize Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,25,21,96,14, Japan
2003,mitsubishi,Galant,Midsize Cars,3,Automatic 4-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,25,21,96,14, Japan
2003,nissan,Altima,Midsize Cars,2.5,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,27,23,103,16, Japan
2003,nissan,Altima,Midsize Cars,2.5,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,27,23,103,16, Japan
2003,nissan,Altima,Midsize Cars,3.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,24,19,103,16, Japan
2003,nissan,Altima,Midsize Cars,3.5,Manual 5-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,24,21,103,16, Japan
2003,nissan,Maxima,Midsize Cars,3.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,24,20,102,15, Japan
2003,nissan,Maxima,Midsize Cars,3.5,Manual 6-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,26,21,102,15, Japan
2003,saab,9-5,Midsize Cars,2.3,Automatic 5-spd,4,Front-Wheel Drive,Regular,TRUE,FALSE,FALSE,17,27,21,99,16, Sweden
2003,saab,9-5,Midsize Cars,2.3,Automatic 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,18,27,21,99,16, Sweden
2003,saab,9-5,Midsize Cars,2.3,Manual 5-spd,4,Front-Wheel Drive,Regular,TRUE,FALSE,FALSE,19,28,22,99,16, Sweden
2003,saab,9-5,Midsize Cars,2.3,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,28,22,99,16, Sweden
2003,saab,9-5,Midsize Cars,3,Automatic 5-spd,6,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,16,24,19,99,16, Sweden
2003,toyota,Camry,Midsize Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,29,24,102,17, Japan
2003,toyota,Camry,Midsize Cars,2.4,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,30,24,102,17, Japan
2003,toyota,Camry,Midsize Cars,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,26,21,102,17, Japan
2003,volkswagen,Passat,Midsize Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,28,23,95,15, Germany
2003,volkswagen,Passat,Midsize Cars,1.8,Automatic (S5),4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,28,22,95,15, Germany
2003,volkswagen,Passat,Midsize Cars,2.8,Manual 5-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,26,20,95,15, Germany
2003,volkswagen,Passat,Midsize Cars,2.8,Automatic (S5),6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,20,95,15, Germany
2003,audi,A8 L,Large Cars,4.2,Automatic (S5),8,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,23,18,104,18, Germany
2003,bentley,Arnage LWB,Large Cars,6.8,Automatic 4-spd,8,Rear-Wheel Drive,Premium,TRUE,FALSE,FALSE,9,13,11,111,13, Germany
2003,bmw,745i,Large Cars,4.4,Automatic 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,104,18, Germany
2003,bmw,745li,Large Cars,4.4,Automatic 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,105,18, Germany
2003,buick,LeSabre,Large Cars,3.8,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,27,21,107,18, United States
2003,buick,Park Avenue,Large Cars,3.8,Automatic 4-spd,6,Front-Wheel Drive,Premium,FALSE,TRUE,FALSE,16,25,19,111,19, United States
2003,buick,Park Avenue,Large Cars,3.8,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,27,21,111,19, United States
2003,cadillac,DeVille,Large Cars,4.6,Automatic 4-spd,8,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,25,19,115,19, United States
2003,cadillac,Funeral Coach / Hearse,Large Cars,4.6,Automatic 4-spd,8,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,12,18,14,NA,NA, United States
2003,cadillac,Limousine,Large Cars,4.6,Automatic 4-spd,8,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,13,20,15,NA,NA, United States
2003,chevrolet,Impala,Large Cars,3.4,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,29,22,105,18, United States
2003,chevrolet,Impala,Large Cars,3.8,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,27,20,105,18, United States
2003,chrysler,300 M,Large Cars,3.5,Automatic (S4),6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,25,19,105,17, Italy/ United States
2003,chrysler,Concorde/LHS,Large Cars,2.7,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,27,22,107,19, Italy/ United States
2003,chrysler,Concorde/LHS,Large Cars,3.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,107,19, Italy/ United States
2003,dodge,Intrepid,Large Cars,2.7,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,27,22,104,18, Italy/ United States
2003,dodge,Intrepid,Large Cars,3.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,104,18, Italy/ United States
2003,dodge,Intrepid,Large Cars,3.5,Automatic (S4),6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,25,19,104,18, Italy/ United States
2003,ford,Crown Victoria,Large Cars,4.6,Automatic 4-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,23,18,111,21, United States
2003,ford,Taurus,Large Cars,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,26,21,105,17, United States
2003,ford,Taurus,Large Cars,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,21,105,17, United States
2003,infiniti,Q45,Large Cars,4.5,Automatic (S5),8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,22,18,107,14, Japan
2003,lexus,LS 430,Large Cars,4.3,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,107,16, Japan
2003,lincoln,Town Car,Large Cars,4.6,Automatic 4-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,23,18,112,21, United States
2003,mercedes-benz,S430,Large Cars,4.3,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,18,106,15, Germany
2003,mercedes-benz,S430 4matic,Large Cars,4.3,Automatic 5-spd,8,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,20,17,106,15, Germany
2003,mercedes-benz,S500,Large Cars,5,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,14,20,16,106,15, Germany
2003,mercedes-benz,S500 4matic,Large Cars,5,Automatic 5-spd,8,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,14,19,16,106,15, Germany
2003,mercedes-benz,S55 AMG,Large Cars,5,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,TRUE,FALSE,13,20,15,106,15, Germany
2003,mercedes-benz,S600,Large Cars,5.5,Automatic 5-spd,12,Rear-Wheel Drive,Premium,TRUE,FALSE,FALSE,12,17,14,106,15, Germany
2003,toyota,Avalon,Large Cars,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,27,22,106,16, Japan
2003,audi,A4 Avant quattro,Small Station Wagons,1.8,Manual 5-spd,4,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,18,26,21,91,28, Germany
2003,audi,A4 Avant quattro,Small Station Wagons,1.8,Automatic (S5),4,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,18,26,21,91,28, Germany
2003,audi,A4 Avant quattro,Small Station Wagons,3,Manual 6-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,91,28, Germany
2003,audi,A4 Avant quattro,Small Station Wagons,3,Automatic (S5),6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,91,28, Germany
2003,bmw,325i Sport Wagon,Small Station Wagons,2.5,Automatic (S5),6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,91,26, Germany
2003,bmw,325i Sport Wagon,Small Station Wagons,2.5,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,27,21,91,26, Germany
2003,bmw,325xi Sport Wagon,Small Station Wagons,2.5,Automatic (S5),6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,20,91,26, Germany
2003,bmw,325xi Sport Wagon,Small Station Wagons,2.5,Manual 5-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,20,91,26, Germany
2003,bmw,525i Sport Wagon,Small Station Wagons,2.5,Automatic (S5),6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,20,97,33, Germany
2003,bmw,525i Sport Wagon,Small Station Wagons,2.5,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,19,97,33, Germany
2003,bmw,540i Sport Wagon,Small Station Wagons,4.4,Automatic (S5),8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,19,17,97,33, Germany
2003,mercedes-benz,C240 (Wagon),Small Station Wagons,2.6,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,89,31, Germany
2003,mercedes-benz,C240 (Wagon),Small Station Wagons,2.6,Manual 6-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,24,18,89,31, Germany
2003,mercedes-benz,C240 4matic (Wagon),Small Station Wagons,2.6,Automatic 5-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,89,31, Germany
2003,mercedes-benz,C320 (Wagon),Small Station Wagons,3.2,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,24,20,89,31, Germany
2003,mercedes-benz,C320 (Wagon),Small Station Wagons,3.2,Manual 6-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,23,18,89,31, Germany
2003,mercedes-benz,C320 4matic (Wagon),Small Station Wagons,3.2,Automatic 5-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,89,31, Germany
2003,subaru,Impreza Wagon/Outback SPT AWD,Small Station Wagons,2,Automatic 4-spd,4,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,17,24,20,90,18, Japan
2003,subaru,Impreza Wagon/Outback SPT AWD,Small Station Wagons,2,Manual 5-spd,4,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,18,25,20,90,18, Japan
2003,subaru,Impreza Wagon/Outback SPT AWD,Small Station Wagons,2.5,Automatic 4-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,24,21,90,18, Japan
2003,subaru,Impreza Wagon/Outback SPT AWD,Small Station Wagons,2.5,Manual 5-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,25,21,90,18, Japan
2003,suzuki,Aerio SX,Small Station Wagons,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,28,25,91,13, Japan
2003,suzuki,Aerio SX,Small Station Wagons,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,23,29,25,91,13, Japan
2003,suzuki,Aerio SX 4WD,Small Station Wagons,2,Automatic 4-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,26,23,91,10, Japan
2003,toyota,Matrix,Small Station Wagons,1.8,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,25,30,27,96,15, Japan
2003,toyota,Matrix,Small Station Wagons,1.8,Automatic 4-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,29,25,96,15, Japan
2003,toyota,Matrix,Small Station Wagons,1.8,Automatic 4-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,23,28,25,96,15, Japan
2003,toyota,Matrix,Small Station Wagons,1.8,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,25,33,28,96,15, Japan
2003,toyota,Matrix,Small Station Wagons,1.8,Manual 6-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,22,28,24,96,15, Japan
2003,volkswagen,Jetta Wagon,Small Station Wagons,1.9,Automatic 4-spd,4,Front-Wheel Drive,Diesel,TRUE,FALSE,FALSE,29,40,33,89,34, Germany
2003,volkswagen,Jetta Wagon,Small Station Wagons,1.9,Manual 5-spd,4,Front-Wheel Drive,Diesel,TRUE,FALSE,FALSE,35,45,39,89,34, Germany
2003,volkswagen,Jetta Wagon,Small Station Wagons,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,27,22,89,34, Germany
2003,volkswagen,Jetta Wagon,Small Station Wagons,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,28,23,89,34, Germany
2003,audi,A6 Avant quattro,Midsize Station Wagons,3,Automatic (S5),6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,99,36, Germany
2003,audi,S6 Avant,Midsize Station Wagons,4.2,Automatic (S5),8,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,13,19,15,97,34, Germany
2003,ford,Focus Station Wagon,Midsize Station Wagons,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,30,26,96,36, United States
2003,ford,Focus Station Wagon,Midsize Station Wagons,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,28,24,96,36, United States
2003,ford,Focus Station Wagon,Midsize Station Wagons,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,32,27,96,36, United States
2003,ford,Focus Station Wagon,Midsize Station Wagons,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,29,24,96,36, United States
2003,ford,Focus Station Wagon,Midsize Station Wagons,2.3,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,27,23,96,36, United States
2003,ford,Focus Station Wagon,Midsize Station Wagons,2.3,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,30,25,96,36, United States
2003,ford,Taurus Wagon,Midsize Station Wagons,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,24,19,104,39, United States
2003,ford,Taurus Wagon,Midsize Station Wagons,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,24,19,104,39, United States
2003,lexus,RX 300,Midsize Station Wagons,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,21,18,104,32, Japan
2003,lexus,RX 300 4WD,Midsize Station Wagons,3,Automatic 4-spd,6,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,21,18,104,32, Japan
2003,mercedes-benz,E320 (Wagon),Midsize Station Wagons,3.2,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,20,98,44, Germany
2003,mercedes-benz,E320 4Matic (Wagon),Midsize Station Wagons,3.2,Automatic 5-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,20,98,44, Germany
2003,saab,9-5 Wagon,Midsize Station Wagons,2.3,Automatic 5-spd,4,Front-Wheel Drive,Regular,TRUE,FALSE,FALSE,17,26,20,100,37, Sweden
2003,saab,9-5 Wagon,Midsize Station Wagons,2.3,Automatic 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,17,26,20,100,37, Sweden
2003,saab,9-5 Wagon,Midsize Station Wagons,2.3,Manual 5-spd,4,Front-Wheel Drive,Regular,TRUE,FALSE,FALSE,19,28,22,100,37, Sweden
2003,saab,9-5 Wagon,Midsize Station Wagons,2.3,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,27,22,100,37, Sweden
2003,saab,9-5 Wagon,Midsize Station Wagons,3,Automatic 5-spd,6,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,16,24,19,100,37, Sweden
2003,subaru,Legacy/Outback Wagon AWD,Midsize Station Wagons,2.5,Automatic 4-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,26,22,96,34, Japan
2003,subaru,Legacy/Outback Wagon AWD,Midsize Station Wagons,2.5,Manual 5-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,21,96,34, Japan
2003,subaru,Legacy/Outback Wagon AWD,Midsize Station Wagons,2.5,Automatic (S4),4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,24,20,96,34, Japan
2003,subaru,Legacy/Outback Wagon AWD,Midsize Station Wagons,3,Automatic 4-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,96,34, Japan
2003,volkswagen,Passat Wagon,Midsize Station Wagons,1.8,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,28,23,97,39, Germany
2003,volkswagen,Passat Wagon,Midsize Station Wagons,1.8,Automatic (S5),4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,28,22,97,39, Germany
2003,volkswagen,Passat Wagon,Midsize Station Wagons,2.8,Manual 5-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,26,20,97,39, Germany
2003,volkswagen,Passat Wagon,Midsize Station Wagons,2.8,Automatic (S5),6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,20,97,39, Germany
2003,volkswagen,Passat Wagon 4motion,Midsize Station Wagons,2.8,Automatic (S5),6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,19,97,36, Germany
2003,volkswagen,Passat Wagon 4motion,Midsize Station Wagons,4,Automatic (S5),8,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,97,36, Germany
2003,chevrolet,S10 Pickup 2WD,Small Pickup Trucks,2.2,Automatic 4-spd,4,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,23,19,NA,NA, United States
2003,chevrolet,S10 Pickup 2WD,Small Pickup Trucks,2.2,Manual 5-spd,4,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,25,22,NA,NA, United States
2003,chevrolet,S10 Pickup 2WD,Small Pickup Trucks,4.3,Automatic 4-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,15,21,18,NA,NA, United States
2003,chevrolet,S10 Pickup 2WD,Small Pickup Trucks,4.3,Manual 5-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,15,22,17,NA,NA, United States
2003,gmc,Sonoma 2WD,Small Pickup Trucks,2.2,Automatic 4-spd,4,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,23,19,NA,NA, United States
2003,gmc,Sonoma 2WD,Small Pickup Trucks,2.2,Manual 5-spd,4,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,25,22,NA,NA, United States
2003,gmc,Sonoma 2WD,Small Pickup Trucks,4.3,Automatic 4-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,15,21,17,NA,NA, United States
2003,gmc,Sonoma 2WD,Small Pickup Trucks,4.3,Manual 5-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,15,22,17,NA,NA, United States
2003,chevrolet,Silverado 1500 2WD,Standard Pickup Trucks,4.3,Automatic 4-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,19,16,NA,NA, United States
2003,chevrolet,Silverado 1500 2WD,Standard Pickup Trucks,4.3,Manual 5-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,19,16,NA,NA, United States
2003,chevrolet,Silverado 1500 2WD,Standard Pickup Trucks,4.8,Automatic 4-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,18,15,NA,NA, United States
2003,chevrolet,Silverado 1500 2WD,Standard Pickup Trucks,4.8,Manual 5-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,19,16,NA,NA, United States
2003,chevrolet,Silverado 1500 2WD,Standard Pickup Trucks,5.3,Automatic 4-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,13,17,15,NA,NA, United States
2003,chevrolet,SSR Pickup 2WD,Standard Pickup Trucks,5.3,Automatic 4-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,18,15,NA,NA, United States
2003,dodge,Dakota Pickup 2WD,Standard Pickup Trucks,3.9,Automatic 4-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,17,17,NA,NA, Italy/ United States
2003,dodge,Dakota Pickup 2WD,Standard Pickup Trucks,3.9,Manual 5-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,19,16,NA,NA, Italy/ United States
2003,dodge,Dakota Pickup 2WD,Standard Pickup Trucks,4.7,Automatic 5-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,18,16,NA,NA, Italy/ United States
2003,dodge,Dakota Pickup 2WD,Standard Pickup Trucks,4.7,Manual 5-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,14,19,15,NA,NA, Italy/ United States
2003,dodge,Dakota Pickup 2WD,Standard Pickup Trucks,5.9,Automatic 4-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,12,16,14,NA,NA, Italy/ United States
