year,make,model,vclass,displ,tran,cyl,drive,fueltype,tcharger,scharger,guzzler,cty,hwy,cmb,pv,lv,country
2000,acura,NSX,Two Seaters,3,Automatic 4-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,18,NA,NA, Japan
2000,acura,NSX,Two Seaters,3.2,Manual 6-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,18,NA,NA, Japan
2000,bmw,M Coupe,Two Seaters,3.2,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,NA,NA, Germany
2000,bmw,Z3 Coupe,Two Seaters,2.8,Automatic 4-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,19,NA,NA, Germany
2000,bmw,Z3 Coupe,Two Seaters,2.8,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,19,NA,NA, Germany
2000,bmw,Z3 Roadster,Two Seaters,2.5,Automatic 4-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,19,NA,NA, Germany
2000,bmw,Z3 Roadster,Two Seaters,2.5,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,20,NA,NA, Germany
2000,bmw,Z3 Roadster,Two Seaters,2.8,Automatic 4-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,19,NA,NA, Germany
2000,bmw,Z3 Roadster,Two Seaters,2.8,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,24,19,NA,NA, Germany
2000,bmw,Z8,Two Seaters,4.9,Manual 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,12,19,15,NA,NA, Germany
2000,chevrolet,Corvette,Two Seaters,5.7,Automatic 4-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,23,18,NA,NA, United States
2000,chevrolet,Corvette,Two Seaters,5.7,Manual 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,25,19,NA,NA, United States
2000,dodge,Viper Convertible,Two Seaters,8,Manual 6-spd,10,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,11,19,14,NA,NA, Italy/ United States
2000,dodge,Viper Coupe,Two Seaters,8,Manual 6-spd,10,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,11,19,14,NA,NA, Italy/ United States
2000,ferrari,360 Modena/Spider,Two Seaters,3.6,Manual 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,15,11,NA,NA, Italy/ United States
2000,ferrari,360 Modena/Spider,Two Seaters,3.6,Automatic (S6),8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,15,11,NA,NA, Italy/ United States
2000,ferrari,550 Maranello,Two Seaters,5.5,Manual 6-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,8,12,9,NA,NA, Italy/ United States
2000,honda,Insight,Two Seaters,1,Manual 5-spd,3,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,49,61,53,NA,NA, Japan
2000,honda,S2000,Two Seaters,2,Manual 6-spd,4,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,23,20,NA,NA, Japan
2000,lotus,Esprit.v8,Two Seaters,3.5,Manual 5-spd,8,Rear-Wheel Drive,Premium,TRUE,FALSE,FALSE,14,21,16,NA,NA, Malaysia
2000,mazda,MX-5 Miata,Two Seaters,1.8,Automatic 4-spd,4,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,25,22,NA,NA, Japan
2000,mazda,MX-5 Miata,Two Seaters,1.8,Manual 5-spd,4,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,27,24,NA,NA, Japan
2000,mazda,MX-5 Miata,Two Seaters,1.8,Manual 6-spd,4,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,26,23,NA,NA, Japan
2000,mercedes-benz,SL500,Two Seaters,5,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,14,21,17,50,8, Germany
2000,mercedes-benz,SL600,Two Seaters,6,Automatic 5-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,12,18,14,50,8, Germany
2000,mercedes-benz,SLK230 Kompressor,Two Seaters,2.3,Automatic 5-spd,4,Rear-Wheel Drive,Premium,FALSE,TRUE,FALSE,20,27,22,48,10, Germany
2000,mercedes-benz,SLK230 Kompressor,Two Seaters,2.3,Manual 5-spd,4,Rear-Wheel Drive,Premium,FALSE,TRUE,FALSE,19,28,22,48,10, Germany
2000,porsche,Boxster,Two Seaters,2.7,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,NA,NA, Germany
2000,porsche,Boxster,Two Seaters,2.7,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,20,NA,NA, Germany
2000,porsche,Boxster S,Two Seaters,3.2,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,17,NA,NA, Germany
2000,porsche,Boxster S,Two Seaters,3.2,Manual 6-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,NA,NA, Germany
2000,toyota,MR2,Two Seaters,1.8,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,27,24,46,2, Japan
2000,aston martin,DB-7 Vantage Coupe,Minicompact Cars,5.9,Automatic 5-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,17,12,72,6, United Kingdom
2000,aston martin,DB-7 Vantage Coupe,Minicompact Cars,5.9,Manual 6-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,17,12,72,6, United Kingdom
2000,aston martin,DB-7 Vantage Volante,Minicompact Cars,5.9,Automatic 5-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,17,12,72,6, United Kingdom
2000,aston martin,DB-7 Vantage Volante,Minicompact Cars,5.9,Manual 6-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,17,12,72,6, United Kingdom
2000,audi,TT Coupe,Minicompact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,29,23,65,14, Germany
2000,audi,TT Coupe quattro,Minicompact Cars,1.8,Manual 5-spd,4,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,18,26,21,65,11, Germany
2000,bmw,323i Convertible,Minicompact Cars,2.5,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,22,18,74,9, Germany
2000,bmw,323i Convertible,Minicompact Cars,2.5,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,74,9, Germany
2000,bmw,M Roadster,Minicompact Cars,3.2,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,23,19,74,9, Germany
2000,jaguar,XK8 Convertible,Minicompact Cars,4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,18,70,10, India
2000,jaguar,XKR Convertible,Minicompact Cars,4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,TRUE,FALSE,14,20,17,70,10, India
2000,mercedes-benz,CLK320 (Cabriolet),Minicompact Cars,3.2,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,20,76,6, Germany
2000,mercedes-benz,CLK430 (Cabriolet),Minicompact Cars,4.3,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,18,76,6, Germany
2000,porsche,911 Carrera,Minicompact Cars,3.4,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,23,18,70,5, Germany
2000,porsche,911 Carrera,Minicompact Cars,3.4,Automatic 5-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,17,70,5, Germany
2000,porsche,911 Carrera,Minicompact Cars,3.4,Manual 6-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,23,18,70,5, Germany
2000,porsche,911 Carrera,Minicompact Cars,3.4,Manual 6-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,22,17,70,5, Germany
2000,acura,Integra,Subcompact Cars,1.8,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,28,23,80,12.5, Japan
2000,acura,Integra,Subcompact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,28,24,80,12.5, Japan
2000,acura,Integra,Subcompact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,22,28,24,80,12.5, Japan
2000,bentley,Azure,Subcompact Cars,6.7,Automatic 4-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,15,12,82,7, Germany
2000,bentley,Continental SC,Subcompact Cars,6.7,Automatic 4-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,15,12,85,7, Germany
2000,bentley,Continental T,Subcompact Cars,6.7,Automatic 4-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,15,12,85,12, Germany
2000,bmw,323ci,Subcompact Cars,2.5,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,19,84,9, Germany
2000,bmw,323ci,Subcompact Cars,2.5,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,84,9, Germany
2000,bmw,328ci,Subcompact Cars,2.8,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,25,19,84,9, Germany
2000,bmw,328ci,Subcompact Cars,2.8,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,84,9, Germany
2000,chevrolet,Camaro,Subcompact Cars,3.8,Automatic 4-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,26,20,84,12, United States
2000,chevrolet,Camaro,Subcompact Cars,3.8,Manual 5-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,28,21,84,12, United States
2000,chevrolet,Camaro,Subcompact Cars,5.7,Automatic 4-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,23,18,84,12, United States
2000,chevrolet,Camaro,Subcompact Cars,5.7,Manual 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,25,19,84,12, United States
2000,chevrolet,Cavalier,Subcompact Cars,2.2,Automatic 3-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,26,22,88.5,12.5, United States
2000,chevrolet,Cavalier,Subcompact Cars,2.2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,29,23,88.5,12.5, United States
2000,chevrolet,Cavalier,Subcompact Cars,2.2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,31,24,88.5,12.5, United States
2000,chevrolet,Cavalier,Subcompact Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,28,23,88.5,12.5, United States
2000,chevrolet,Cavalier,Subcompact Cars,2.4,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,30,24,88.5,12.5, United States
2000,chevrolet,Metro,Subcompact Cars,1,Manual 5-spd,3,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,32,41,36,78.5,9, United States
2000,chevrolet,Metro,Subcompact Cars,1.3,Automatic 3-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,26,31,28,78.5,9, United States
2000,chevrolet,Metro,Subcompact Cars,1.3,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,31,38,34,78.5,9, United States
2000,ferrari,456 MGT/MGA,Subcompact Cars,5.5,Automatic 4-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,9,14,11,87,7, Italy/ United States
2000,ferrari,456 MGT/MGA,Subcompact Cars,5.5,Manual 6-spd,12,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,9,15,11,87,7, Italy/ United States
2000,ford,Escort ZX2,Subcompact Cars,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,30,25,81,12, United States
2000,ford,Escort ZX2,Subcompact Cars,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,30,25,81,12, United States
2000,ford,Mustang,Subcompact Cars,3.8,Automatic 4-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,20,82,11, United States
2000,ford,Mustang,Subcompact Cars,3.8,Manual 5-spd,6,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,26,21,82,11, United States
2000,ford,Mustang,Subcompact Cars,4.6,Automatic 4-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,22,18,82,11, United States
2000,ford,Mustang,Subcompact Cars,4.6,Manual 5-spd,8,Rear-Wheel Drive,Regular,FALSE,FALSE,FALSE,15,23,18,82,11, United States
2000,ford,Mustang,Subcompact Cars,4.6,Manual 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,15,23,18,82,11, United States
2000,ford,Mustang,Subcompact Cars,5.4,Manual 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,12,17,14,82,11, United States
2000,honda,Civic,Subcompact Cars,1.6,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,32,27,87,11.3333333333333, Japan
2000,honda,Civic,Subcompact Cars,1.6,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,32,27,87,11.3333333333333, Japan
2000,honda,Civic,Subcompact Cars,1.6,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,27,33,30,87,11.3333333333333, Japan
2000,honda,Civic,Subcompact Cars,1.6,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,25,32,28,87,11.3333333333333, Japan
2000,honda,Civic,Subcompact Cars,1.6,Manual 5-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,22,29,25,87,11.3333333333333, Japan
2000,honda,Civic HX,Subcompact Cars,1.6,Automatic (variable gear ratios),4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,29,35,31,85,12, Japan
2000,honda,Civic HX,Subcompact Cars,1.6,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,30,39,33,85,12, Japan
2000,honda,Prelude,Subcompact Cars,2.2,Automatic 4-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,19,24,21,78,9, Japan
2000,honda,Prelude,Subcompact Cars,2.2,Manual 5-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,20,25,22,78,9, Japan
2000,hyundai,Tiburon,Subcompact Cars,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,28,22,80,13, South Korea
2000,hyundai,Tiburon,Subcompact Cars,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,29,24,80,13, South Korea
2000,jaguar,XK8,Subcompact Cars,4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,75,11, India
2000,jaguar,XKR,Subcompact Cars,4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,TRUE,FALSE,15,21,17,75,11, India
2000,lexus,SC,Subcompact Cars,3,Automatic 4-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,22,19,85,9, Japan
2000,lexus,SC,Subcompact Cars,4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,19,85,9, Japan
2000,mercedes-benz,CLK320,Subcompact Cars,3.2,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,81,11, Germany
2000,mercedes-benz,CLK430,Subcompact Cars,4.3,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,19,81,11, Germany
2000,mitsubishi,Eclipse,Subcompact Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,21,79,17, Japan
2000,mitsubishi,Eclipse,Subcompact Cars,2.4,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,21,79,17, Japan
2000,mitsubishi,Eclipse,Subcompact Cars,2.4,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,28,23,79,17, Japan
2000,mitsubishi,Eclipse,Subcompact Cars,3,Automatic 4-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,25,20,79,17, Japan
2000,mitsubishi,Eclipse,Subcompact Cars,3,Manual 5-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,79,17, Japan
2000,mitsubishi,Mirage,Subcompact Cars,1.5,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,25,32,28,88.5,11, Japan
2000,mitsubishi,Mirage,Subcompact Cars,1.5,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,28,36,31,88.5,11, Japan
2000,mitsubishi,Mirage,Subcompact Cars,1.8,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,30,25,88.5,11, Japan
2000,mitsubishi,Mirage,Subcompact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,33,27,88.5,11, Japan
2000,saab,9-3 Convertible,Subcompact Cars,2,Automatic 4-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,17,24,20,80,13, Sweden
2000,saab,9-3 Convertible,Subcompact Cars,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,TRUE,FALSE,FALSE,18,23,20,80,13, Sweden
2000,saab,9-3 Convertible,Subcompact Cars,2,Manual 5-spd,4,Front-Wheel Drive,Regular,TRUE,FALSE,FALSE,19,27,22,80,13, Sweden
2000,saab,9-3 Convertible,Subcompact Cars,2,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,27,22,80,13, Sweden
2000,saab,9-3 Viggen Convertible,Subcompact Cars,2.3,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,18,27,21,80,13, Sweden
2000,subaru,Impreza AWD,Subcompact Cars,2.5,Automatic 4-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,26,22,84,11, Japan
2000,subaru,Impreza AWD,Subcompact Cars,2.5,Manual 5-spd,4,4-Wheel or All-Wheel Drive,Regular,FALSE,FALSE,FALSE,18,25,21,84,11, Japan
2000,suzuki,Esteem,Subcompact Cars,1.6,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,31,26,86,12, Japan
2000,suzuki,Esteem,Subcompact Cars,1.6,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,26,33,29,86,12, Japan
2000,suzuki,Esteem,Subcompact Cars,1.8,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,23,30,26,86,12, Japan
2000,suzuki,Esteem,Subcompact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,32,27,86,12, Japan
2000,suzuki,Swift,Subcompact Cars,1.3,Automatic 3-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,26,31,28,77,8, Japan
2000,suzuki,Swift,Subcompact Cars,1.3,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,31,38,34,77,8, Japan
2000,toyota,Camry Solara Convertible,Subcompact Cars,2.2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,20,28,23,90,9, Japan
2000,toyota,Camry Solara Convertible,Subcompact Cars,3,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,24,19,90,9, Japan
2000,toyota,Celica,Subcompact Cars,1.8,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,23,31,26,78,13.5, Japan
2000,toyota,Celica,Subcompact Cars,1.8,Automatic 4-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,20,27,23,78,13.5, Japan
2000,toyota,Celica,Subcompact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,31,27,78,13.5, Japan
2000,toyota,Celica,Subcompact Cars,1.8,Manual 6-spd,4,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,20,29,23,78,13.5, Japan
2000,volkswagen,Cabrio,Subcompact Cars,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,26,22,82,8, Germany
2000,volkswagen,Cabrio,Subcompact Cars,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,28,24,82,8, Germany
2000,volkswagen,New Beetle,Subcompact Cars,1.8,Automatic 4-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,25,22,85,12, Germany
2000,volkswagen,New Beetle,Subcompact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,22,28,24,85,12, Germany
2000,volkswagen,New Beetle,Subcompact Cars,1.9,Automatic 4-spd,4,Front-Wheel Drive,Diesel,TRUE,FALSE,FALSE,29,40,33,85,12, Germany
2000,volkswagen,New Beetle,Subcompact Cars,1.9,Manual 5-spd,4,Front-Wheel Drive,Diesel,TRUE,FALSE,FALSE,35,44,38,85,12, Germany
2000,volkswagen,New Beetle,Subcompact Cars,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,26,22,85,12, Germany
2000,volkswagen,New Beetle,Subcompact Cars,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,21,28,24,85,12, Germany
2000,audi,A4,Compact Cars,1.8,Automatic 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,18,28,21,88,14, Germany
2000,audi,A4,Compact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Premium,TRUE,FALSE,FALSE,21,29,24,88,14, Germany
2000,audi,A4,Compact Cars,2.8,Automatic 5-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,88,14, Germany
2000,audi,A4,Compact Cars,2.8,Manual 5-spd,6,Front-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,88,14, Germany
2000,audi,A4 quattro,Compact Cars,1.8,Automatic 5-spd,4,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,17,26,20,88,14, Germany
2000,audi,A4 quattro,Compact Cars,1.8,Manual 5-spd,4,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,19,26,22,88,14, Germany
2000,audi,A4 quattro,Compact Cars,2.8,Automatic 5-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,18,88,14, Germany
2000,audi,A4 quattro,Compact Cars,2.8,Manual 5-spd,6,4-Wheel or All-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,23,19,88,14, Germany
2000,audi,S4,Compact Cars,2.7,Automatic 5-spd,6,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,15,22,18,88,14, Germany
2000,audi,S4,Compact Cars,2.7,Manual 6-spd,6,4-Wheel or All-Wheel Drive,Premium,TRUE,FALSE,FALSE,15,22,18,88,14, Germany
2000,bentley,Continental R,Compact Cars,6.7,Automatic 4-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,10,15,12,89,12, Germany
2000,bmw,323i,Compact Cars,2.5,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,26,20,91,11, Germany
2000,bmw,323i,Compact Cars,2.5,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,19,91,11, Germany
2000,bmw,323i,Compact Cars,2.5,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,91,11, Germany
2000,bmw,328i,Compact Cars,2.8,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,17,25,20,91,11, Germany
2000,bmw,328i,Compact Cars,2.8,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,25,19,91,11, Germany
2000,bmw,328i,Compact Cars,2.8,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,91,11, Germany
2000,bmw,528i,Compact Cars,2.8,Automatic 4-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,93,11, Germany
2000,bmw,528i,Compact Cars,2.8,Automatic 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,24,19,93,11, Germany
2000,bmw,528i,Compact Cars,2.8,Manual 5-spd,6,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,18,26,21,93,11, Germany
2000,bmw,540i,Compact Cars,4.4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,16,22,18,93,11, Germany
2000,bmw,540i,Compact Cars,4.4,Automatic 5-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,14,19,16,93,11, Germany
2000,bmw,540i,Compact Cars,4.4,Manual 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,14,21,16,93,11, Germany
2000,bmw,M5,Compact Cars,4.9,Manual 6-spd,8,Rear-Wheel Drive,Premium,FALSE,FALSE,FALSE,12,19,15,93,11, Germany
2000,chevrolet,Prizm,Compact Cars,1.8,Automatic 3-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,29,26,88,12, United States
2000,chevrolet,Prizm,Compact Cars,1.8,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,25,34,28,88,12, United States
2000,chevrolet,Prizm,Compact Cars,1.8,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,27,34,30,88,12, United States
2000,chrysler,Sebring,Compact Cars,2.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,91,12, Italy/ United States
2000,chrysler,Sebring Convertible,Compact Cars,2.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,89,11, Italy/ United States
2000,chrysler,Sebring Convertible,Compact Cars,2.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,16,24,19,89,11, Italy/ United States
2000,dodge,Avenger,Compact Cars,2.5,Automatic 4-spd,6,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,17,25,20,91,12, Italy/ United States
2000,dodge,Neon,Compact Cars,2,Automatic 3-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,22,28,24,90,13, Italy/ United States
2000,dodge,Neon,Compact Cars,2,Manual 5-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,24,31,27,90,13, Italy/ United States
2000,ford,Contour,Compact Cars,2,Automatic 4-spd,4,Front-Wheel Drive,Regular,FALSE,FALSE,FALSE,19,28,23,90,13, United States
